id,name,num_bedrooms,bedroom_type,num_of_beds,num_of_bathrooms,bathroom_type,host_name,borough,neighborhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
51864768,Hotel in New York,1,bedroom,2,1,private,Millennium Broadway,Manhattan,Theater District,40.75755,-73.98573,Private room,185,1,761,2024-01-05,27.88,6,0,463,Exempt
35545434,Boutique hotel in New York,1,bedroom,1,1,private,Chelsea Inn Hotel,Manhattan,Chelsea,40.73968,-73.99494,Private room,145,1,717,2024-01-05,14.61,5,0,90,Exempt
51864614,Hotel in New York,1,bedroom,1,1,private,Millennium Broadway,Manhattan,Theater District,40.75593,-73.98531,Private room,153,1,341,2024-01-05,12.18,6,0,292,Exempt
54068618,Condo in New York,1,bedroom,1,1,shared,Trenton,Manhattan,East Harlem,40.80582,-73.93971,Private room,60,1,132,2024-01-05,5.4,1,216,70,OSE-STRREG-0000691
29831517,Home in Brooklyn,1,bedroom,1,1,private,Rena,Brooklyn,Canarsie,40.64438,-73.89096,Private room,71,2,325,2024-01-05,5.25,1,136,62,OSE-STRREG-0000173
993465561394161427,Townhouse in Brooklyn,1, Studio ,1,1,bath,Emmanuel,Brooklyn,East Flatbush,40.63739,-73.9363578,Private room,88,2,7,2024-01-05,5,1,358,7,OSE-STRREG-0000787
965995992034672989,Rental unit in Brooklyn,1,bedroom,1,1,private,Mia,Brooklyn,Bedford-Stuyvesant,40.69101445131023,-73.92597219,Private room,105,5,10,2024-01-05,4.92,4,179,10,Exempt
752921953355238932,Home in Brooklyn,1,bedroom,2,1,private,Menachem,Brooklyn,Flatbush,40.63294,-73.96509,Private room,146,2,66,2024-01-05,4.66,2,0,55,OSE-STRREG-0000540
53281228,Rental unit in New York,1,bedroom,2,1,shared,Koichi,Manhattan,Gramercy,40.73513,-73.98785,Private room,60,5,115,2024-01-05,4.49,21,32,55,Exempt
968982002561156213,Home in Queens,1,bedroom,1,1,private,Damian,Queens,Jamaica,40.68430635811176,-73.76161844,Private room,130,1,6,2024-01-05,4.29,1,268,6,OSE-STRREG-0000780
984080421048260108,Rental unit in New York,2,bedrooms,2,2,baths,J,Manhattan,Hell's Kitchen,40.75963358913929,-73.99949139,Entire home/apt,431,3,12,2024-01-05,4.19,1,242,12,OSE-STRREG-0009871
678213347614482633,Guest suite in Queens,2,bedrooms,3,1,bath,Naomi,Queens,Arverne,40.59614,-73.7942,Entire home/apt,95,1,71,2024-01-05,4.06,1,166,45,OSE-STRREG-0000478
836143712015846264,Rental unit in New York,1,bedroom,1,1,bath,Mint House At 70 Pine,Manhattan,Financial District,40.70704593959269,-74.00860779,Entire home/apt,282,1,222,2024-01-05,4,8,347,33,Exempt
713696585074780233,Townhouse in Astoria,1,bedroom,1,1,private,Spencer,Queens,Ditmars Steinway,40.77272,-73.90865,Private room,100,2,61,2024-01-05,3.98,1,195,46,OSE-STRREG-0000617
43856156,Rental unit in Queens,1,bedroom,2,1,bath,Ayana,Queens,St. Albans,40.6881946,-73.7651839,Entire home/apt,87,1,73,2024-01-05,3.71,1,333,20,OSE-STRREG-0000960
1024522362445614610,Rental unit in New York,1,bedroom,1,1,bath,Ayodeji,Manhattan,Harlem,40.81434181084179,-73.94263599,Private room,90,1,5,2024-01-05,3.33,5,88,5,Exempt
955842473362618091,Guesthouse in Brooklyn,1,bedroom,2,1,bath,BnB,Brooklyn,Sunset Park,40.63493,-74.01232,Entire home/apt,170,1,10,2024-01-05,3.13,1,273,10,Exempt
1030485845671429046,Rental unit in New York,3,bedrooms,5,2,baths,Manuel,Manhattan,West Village,40.73676274511384,-73.99907621,Entire home/apt,471,5,4,2024-01-05,3.08,1,323,4,Exempt
18473439,Townhouse in Brooklyn,1,bedroom,1,1,shared,Jason,Brooklyn,Borough Park,40.63955,-73.98251,Private room,50,2,229,2024-01-05,2.83,2,0,46,OSE-STRREG-0000007
1015390252345027742,Rental unit in Queens,1,bedroom,2,1,bath,Eugene,Queens,Astoria,40.7645,-73.91758,Entire home/apt,149,5,4,2024-01-05,2.5,1,55,4,Exempt
40080502,Tiny home in Brooklyn,1,bedroom,2,1,private,Sheila,Brooklyn,Bedford-Stuyvesant,40.68448,-73.94401,Private room,73,2,121,2024-01-05,2.47,1,121,49,OSE-STRREG-0000983
37325442,Home in The Bronx,1,bedroom,1,2.5,baths,Tuan,Bronx,Allerton,40.86237,-73.85278,Private room,82,2,124,2024-01-05,2.36,2,317,43,OSE-STRREG-0000011
32171100,Condo in New York,1,bedroom,1,1,shared,Josefina,Manhattan,Washington Heights,40.83661,-73.94282,Private room,110,5,133,2024-01-05,2.26,1,301,34,OSE-STRREG-0000570
869914087181379816,Home in Queens,1,bedroom,2,1,private,Lola,Queens,Springfield Gardens,40.6704667,-73.7595302,Private room,90,1,12,2024-01-05,2.16,1,364,12,OSE-STRREG-0001041
1030654225865643635,Rental unit in New York,1,bedroom,1,1,bath,Mila Sara,Manhattan,Gramercy,40.73302906953345,-73.98614244,Entire home/apt,159,1,2,2024-01-05,2,3,214,2,Exempt
992091077050127349,Rental unit in New York ,1,bedroom,2,1,bath,Kevin,Manhattan,Upper East Side,40.775706897136594,-73.95378115,Entire home/apt,125,5,2,2024-01-05,1.76,1,350,2,Exempt
51383927,Rental unit in Brooklyn,1,bedroom,1,1,shared,Shay,Brooklyn,Bedford-Stuyvesant,40.69016681717648,-73.93083225,Private room,74,1,20,2024-01-05,1.42,1,35,15,OSE-STRREG-0000751
888371361498172865,Home in New York ,1,bedroom,4,1,private,Rick,Manhattan,Harlem,40.81511656473141,-73.94807043,Private room,119,3,2,2024-01-05,0.97,1,345,2,OSE-STRREG-0000116
709375379081321949,Home in Queens,1,bedroom,1,1,shared,Yvonne,Queens,St. Albans,40.70542,-73.76568,Private room,30,30,15,2024-01-05,0.97,6,35,8,
6678082,Rental unit in Brooklyn,2,bedrooms,3,1,bath,Alexandre,Brooklyn,Bedford-Stuyvesant,40.6828,-73.93271,Entire home/apt,150,30,96,2024-01-05,0.96,1,360,1,
53935712,Rental unit in Queens,2,bedrooms,2,1,bath,Eve,Queens,Cambria Heights,40.70275,-73.73625,Entire home/apt,80,30,10,2024-01-05,0.49,2,179,8,
27015594,Serviced apartment in New York City,1, Studio ,1,1,bath,Aka,Manhattan,Midtown,40.7648,-73.9767,Entire home/apt,345,7,11,2024-01-05,0.32,16,364,7,Exempt
858697692672545141,Bed and breakfast in Manhattan,1,bedroom,1,1,shared,Alfred,Manhattan,Chelsea,40.74972075408687,-73.99472395,Private room,86,1,697,2024-01-04,75.49,1,365,697,Exempt
42998636,Boutique hotel in New York,1, Studio ,1,1,shared,Millennium Premier,Manhattan,Theater District,40.75668,-73.98332,Private room,167,1,165,2024-01-04,51.03,6,341,165,Exempt
842859220033081539,Bed and breakfast in Queens,1,bedroom,1,1.5,baths,Jhon Andres,Queens,Jamaica,40.67609783535909,-73.77863087,Private room,101,1,165,2024-01-04,16.67,4,0,165,OSE-STRREG-0000089
585382126083893704,Hotel in New York,1,bedroom,1,1,private,Oyo,Manhattan,Theater District,40.759125,-73.983765,Private room,135,1,294,2024-01-04,15.89,4,364,245,Exempt
47243424,Home in Queens,1,bedroom,1,1,shared,Ramneet,Queens,South Ozone Park,40.67119,-73.81247,Private room,100,1,451,2024-01-04,12.24,4,0,175,OSE-STRREG-0000473
36239568,Boutique hotel in New York,1,bedroom,1,1,private,An Artful Hotel,Manhattan,Hell's Kitchen,40.75436,-73.99391,Private room,131,1,610,2024-01-04,12.16,18,0,293,Exempt
50702408,Rental unit in New York,1,bedroom,1,1,shared,Koichi,Manhattan,Chelsea,40.75106,-73.9969,Private room,53,3,277,2024-01-04,9.21,21,0,108,Exempt
750914635345448241,Home in Queens,1,bedroom,1,1,shared,Ramneet,Queens,South Ozone Park,40.6720111,-73.811453,Private room,80,1,131,2024-01-04,9.18,4,0,123,OSE-STRREG-0000473
750934716608055913,Home in Queens,1,bedroom,1,1,shared,Ramneet,Queens,South Ozone Park,40.6720111,-73.811453,Private room,80,1,120,2024-01-04,8.41,4,301,109,OSE-STRREG-0000473
995941212621416043,casa particular in Brooklyn,1,bedroom,1,2,baths,Chef Step,Brooklyn,Bedford-Stuyvesant,40.68259,-73.94463,Private room,66,1,22,2024-01-04,8.35,4,207,22,Exempt
46354444,Rental unit in New York,1, Studio ,2,1,bath,Chelsea Inn Hotel,Manhattan,Chelsea,40.73868,-73.99456,Entire home/apt,144,1,277,2024-01-04,7.35,5,298,37,Exempt
787857735797161138,Home in Brooklyn,2,bedrooms,8,1,private,Perri,Brooklyn,East Flatbush,40.65865,-73.93718,Private room,134,1,71,2024-01-04,7.03,1,172,71,OSE-STRREG-0000226
35808578,Home in Brooklyn,1,bedroom,1,1,shared,Rena,Brooklyn,Canarsie,40.64408,-73.89151,Private room,60,1,379,2024-01-04,6.84,1,136,115,OSE-STRREG-0000173
728360628644037312,Rental unit in New York,3,bedrooms,3,1,bath,Andres,Manhattan,Chelsea,40.74972233350917,-73.99647204,Entire home/apt,570,2,98,2024-01-04,6.39,1,336,75,Exempt
1024609812790192966,Rental unit in Brooklyn,3,bedrooms,5,2,baths,Angélica,Brooklyn,Bushwick,40.70076,-73.92376,Entire home/apt,352,1,9,2024-01-04,5.74,1,330,9,Exempt
848605900373545778,Guest suite in Brooklyn,1,bedroom,1,1,private,Paul,Brooklyn,Williamsburg,40.714748315887036,-73.93851886,Private room,209,3,48,2024-01-04,5.37,1,220,48,OSE-STRREG-0000118
708784876021513580,Rental unit in New York,1,bedroom,2,1,shared,Joo Hee,Manhattan,East Harlem,40.79452702991579,-73.94585913,Private room,89,5,66,2024-01-04,5.35,1,0,65,OSE-STRREG-0000391
942107749155144577,Rental unit in Brooklyn,2,bedrooms,2,2.5,baths,Kayla,Brooklyn,Bedford-Stuyvesant,40.68443,-73.9223,Entire home/apt,271,2,24,2024-01-04,5.33,1,200,24,OSE-STRREG-0000403
1013402113840724461,Serviced apartment in New York,4,bedrooms,5,1.5,baths,Blair,Manhattan,East Village,40.72708635410679,-73.98555789,Entire home/apt,432,3,11,2024-01-04,5.32,3,364,11,Exempt
1029788009072086826,Hotel in New York,1,bedroom,1,1,bath,Reservations,Manhattan,Theater District,40.75835,-73.98312,Hotel room,134,1,5,2024-01-04,5,201,364,5,Exempt
936138035059084534,Townhouse in Queens,1,bedroom,1,1,shared,Vicky,Queens,Ditmars Steinway,40.77104382343059,-73.91218408,Private room,87,1,5,2024-01-04,5,8,330,5,OSE-STRREG-0000931
52795373,Hotel in New York,1,bedroom,1,1,private,Millennium Broadway,Manhattan,Theater District,40.75817,-73.98439,Private room,177,1,132,2024-01-04,4.92,6,333,48,Exempt
35257081,Townhouse in New York,1,bedroom,1,1,shared,Benat,Manhattan,Harlem,40.80535,-73.94661,Private room,84,1,273,2024-01-04,4.88,2,100,81,OSE-STRREG-0000147
52534281,Rental unit in New York,1, Studio ,2,1,shared,Koichi,Manhattan,Chelsea,40.75092,-73.99803,Private room,57,3,132,2024-01-04,4.79,21,0,52,Exempt
775445064701195476,Rental unit in New York,1,bedroom,1,1,bath,George,Manhattan,Hell's Kitchen,40.76321,-73.99002,Entire home/apt,202,3,62,2024-01-04,4.77,1,137,56,Exempt
33070946,Townhouse in Brooklyn,1,bedroom,1,2,shared,Charlie And Sam,Brooklyn,Williamsburg,40.71334,-73.96591,Private room,124,1,104,2024-01-04,4.31,2,13,62,OSE-STRREG-0000095
935632781765410277,Home in Brooklyn,1,bedroom,1,1,bath,James,Brooklyn,Canarsie,40.63853350177571,-73.91262999,Private room,139,3,23,2024-01-04,4.18,2,352,23,OSE-STRREG-0000332
50654386,Rental unit in Brooklyn,1,bedroom,1,1,shared,Stephen,Brooklyn,Greenpoint,40.72100893442566,-73.94785369,Private room,168,2,59,2024-01-04,4.18,1,309,50,OSE-STRREG-0000342
871075934437189983,Home in Brooklyn,4,bedrooms,4,3,baths,Sara,Brooklyn,Bushwick,40.69188039,-73.9026306,Entire home/apt,212,1,4,2024-01-04,4,2,128,4,OSE-STRREG-0000694
17270768,Guest suite in Brooklyn,2,bedrooms,2,1,bath,Leslie,Brooklyn,Greenpoint,40.724913194726035,-73.94435047,Entire home/apt,182,2,322,2024-01-04,3.93,1,0,69,OSE-STRREG-0000624
52126679,Rental unit in Brooklyn,1,bedroom,1,1,bath,Dawn,Brooklyn,East Flatbush,40.64511,-73.92413,Entire home/apt,180,2,107,2024-01-04,3.92,1,32,43,OSE-STRREG-0000439
51504261,Hotel in New York,1,bedroom,1,1,private,Millennium Broadway,Manhattan,Theater District,40.75789,-73.9841,Private room,150,1,102,2024-01-04,3.78,6,318,78,Exempt
671053676457324655,Home in Brooklyn,1,bedroom,1,1,private,Joy,Brooklyn,Crown Heights,40.676519,-73.9552005,Private room,150,2,23,2024-01-04,3.65,1,146,23,OSE-STRREG-0000522
854178876389140294,Rental unit in New York,2,bedrooms,3,1,bath,Carmichael,Manhattan,Harlem,40.79919,-73.95442,Entire home/apt,211,4,25,2024-01-04,3.36,1,108,25,Exempt
960883666210378517,Rental unit in New York,2,bedrooms,2,1,bath,Alexandra-Katherine,Manhattan,Lower East Side,40.72042305660693,-73.99135785,Entire home/apt,214,3,3,2024-01-04,3,2,157,3,Exempt
5298896,Loft in New York,1,bedroom,1,1,shared,Luke,Manhattan,Financial District,40.70419,-74.01127,Private room,135,5,261,2024-01-04,2.96,1,186,44,OSE-STRREG-0000105
836118007460273820,Rental unit in New York,1,bedroom,2,1,bath,Mint House At 70 Pine,Manhattan,Financial District,40.706908424296394,-74.00880929,Entire home/apt,301,1,172,2024-01-04,2.87,8,349,67,Exempt
53970963,Home in Queens,1,bedroom,1,1,shared,Rosianie,Queens,Bayswater,40.61092,-73.76805,Private room,52,3,69,2024-01-04,2.8,2,54,44,OSE-STRREG-0000248
985791109014833606,Rental unit in New York,2,bedrooms,2,2,baths,Gabriela,Manhattan,Hell's Kitchen,40.76102,-73.99982,Entire home/apt,381,3,9,2024-01-04,2.67,1,234,9,OSE-STRREG-0076590
979846220133720717,Rental unit in New York,2,bedrooms,2,1.5,baths,Lornita,Manhattan,Hell's Kitchen,40.76149,-73.99998,Entire home/apt,290,3,6,2024-01-04,2.57,2,242,6,OSE-STRREG-0067825
51917088,Townhouse in Brooklyn,3,bedrooms,3,1,bath,Atsuko,Brooklyn,Bedford-Stuyvesant,40.68435413205554,-73.91604997,Entire home/apt,257,3,67,2024-01-04,2.5,1,316,22,OSE-STRREG-0000413
52934351,Condo in Brooklyn,1,bedroom,3,1,bath,Marco,Brooklyn,Sheepshead Bay,40.60496,-73.96621,Entire home/apt,195,1,62,2024-01-04,2.31,2,0,26,OSE-STRREG-0000138
882800080322962362,Rental unit in NY,1, Studio ,2,1,bath,Suncerae,Manhattan,Washington Heights,40.83715726074661,-73.94175803,Entire home/apt,140,5,17,2024-01-04,2.3,2,349,17,Exempt
995731222790857879,Home in Brooklyn,5,bedrooms,9,3.5,baths,Avraham,Brooklyn,Flatbush,40.646408565462536,-73.95306681,Entire home/apt,460,2,6,2024-01-04,2.17,5,214,6,Exempt
900210961874346857,Home in Brooklyn,2,bedrooms,2,1,bath,Cynthia,Brooklyn,East New York,40.66108581970576,-73.8978085,Entire home/apt,160,3,16,2024-01-04,2.16,1,359,16,OSE-STRREG-0000380
1033389545711986112,Rental unit in Queens,3,bedrooms,3,2,baths,Gigi,Queens,Woodside,40.74248,-73.9109,Entire home/apt,345,1,2,2024-01-04,2,5,248,2,Exempt
770626111287655384,Guest suite in Brooklyn,1,bedroom,1,1,bath,Shanise,Brooklyn,Bedford-Stuyvesant,40.69127,-73.95448,Entire home/apt,127,4,21,2024-01-04,1.68,1,93,19,OSE-STRREG-0000371
886808,Home in Flushing,1,bedroom,1,1.5,shared,Christina,Queens,Flushing,40.75087,-73.80999,Private room,67,1,206,2024-01-04,1.56,1,83,44,OSE-STRREG-0000017
15250033,Townhouse in Brooklyn,1,bedroom,2,1,private,Christine,Brooklyn,Prospect-Lefferts Gardens,40.65841,-73.95942,Private room,118,3,122,2024-01-04,1.43,1,251,36,OSE-STRREG-0000014
6146783,Townhouse in Brooklyn,1,bedroom,1,1,shared,Sandra,Brooklyn,Flatbush,40.63992,-73.96424,Private room,46,6,114,2024-01-04,1.2,2,45,22,OSE-STRREG-0000396
49770554,Rental unit in Brooklyn,1,bedroom,1,1,shared,George,Brooklyn,Midwood,40.61446,-73.95445,Private room,50,30,38,2024-01-04,1.19,1,93,11,
684825400861431115,Rental unit in New York,1,bedroom,2,1,bath,Taz Yin,Manhattan,Chelsea,40.74697,-73.9909,Entire home/apt,245,3,19,2024-01-04,1.12,1,42,14,Exempt
48225044,Home in Staten Island,1,bedroom,1,1.5,shared,Wahid,Staten Island,Mariners Harbor,40.63711,-74.1694,Private room,65,2,20,2024-01-04,1.01,2,231,13,OSE-STRREG-0000155
1029786811859120909,Serviced apartment in New York,1,bedroom,1,1,bath,Reservations,Manhattan,Theater District,40.75993647111569,-73.98317037,Entire home/apt,156,1,1,2024-01-04,1,201,363,1,Exempt
866899461988989385,Hotel in New York ,1,bedroom,1,1,bath,RoomPicks,Manhattan,Theater District,40.75876748164544,-73.98540827,Private room,156,1,1,2024-01-04,1,185,362,1,Exempt
982153925120892732,Rental unit in New York ,2,bedrooms,2,1,bath,Gay,Manhattan,Upper East Side,40.76547218,-73.96498233,Entire home/apt,290,3,1,2024-01-04,1,1,365,1,OSE-STRREG-1042054
1037016964147348514,Home in Queens,1,bedroom,1,1,bath,Michael,Queens,Edgemere,40.59806,-73.77657,Private room,35,30,1,2024-01-04,1,3,149,1,
13004961,Rental unit in New York,1,bedroom,3,1,bath,Michelle,Manhattan,Harlem,40.80693282670203,-73.94565671,Entire home/apt,165,4,56,2024-01-04,0.83,10,357,13,Exempt
878323950122469426,Hotel in New York,1,bedroom,1,1,bath,Aka,Manhattan,Midtown,40.76334375761585,-73.97531448,Private room,325,7,3,2024-01-04,0.71,16,364,3,Exempt
968922429264222420,Home in The Bronx ,1,bedroom,1,1,bath,Patrick,Bronx,Allerton,40.8588,-73.8641,Private room,45,30,2,2024-01-04,0.64,8,87,2,
913838136782491785,Home in Queens ,1, Studio ,1,1,bath,Margarita,Queens,Ditmars Steinway,40.7735014,-73.9125708,Entire home/apt,112,30,2,2024-01-04,0.63,2,237,2,
813009342543290791,Hotel in New York ,1,bedroom,2,1,bath,Reservations,Manhattan,Lower East Side,40.71952316717128,-73.98692932,Hotel room,424,1,2,2024-01-04,0.58,201,361,2,Exempt
50551102,Rental unit in Brooklyn,5,bedrooms,1,4,baths,Darina,Brooklyn,Bushwick,40.70041,-73.91948,Private room,60,30,14,2024-01-04,0.46,6,365,4,
833971342027321234,Rental unit in New York,1,bedroom,3,2,baths,Mint House At 70 Pine,Manhattan,Financial District,40.707442772660634,-74.00749734,Entire home/apt,483,1,24,2024-01-04,0.45,8,340,17,Exempt
11739168,Rental unit in New York,1,bedroom,1,1,bath,Stay With Vibe,Manhattan,Upper East Side,40.76984,-73.96119,Entire home/apt,79,30,31,2024-01-04,0.35,133,152,4,
714486255972674289,Rental unit in New York,1,bedroom,2,1,bath,Nice Stay NYC,Manhattan,Midtown,40.76697,-73.98267,Entire home/apt,296,30,3,2024-01-04,0.33,9,249,3,
21709727,Townhouse in New York,3,bedrooms,3,2.5,baths,Richard,Manhattan,Harlem,40.81009,-73.9401,Entire home/apt,699,5,20,2024-01-04,0.27,2,64,6,Exempt
587740,Loft in New York,2,bedrooms,1,1.5,baths,Tom & Jennifer,Manhattan,SoHo,40.72215,-74.00416,Entire home/apt,202,30,24,2024-01-04,0.17,1,364,2,
26953399,Rental unit in New York,1,bedroom,1,1,bath,Aka Times Square,Manhattan,Midtown,40.75595,-73.98326,Entire home/apt,306,7,4,2024-01-04,0.16,8,364,3,Exempt
585368495763668792,Hotel in New York,1,bedroom,2,1,private,Oyo,Manhattan,Theater District,40.759125,-73.983765,Private room,162,1,120,2024-01-03,8.76,4,331,117,Exempt
960258169135210648,Home in Queens,1,bedroom,1,1.5,baths,Chijioke,Queens,Laurelton,40.678467,-73.743633,Private room,79,1,26,2024-01-03,8.21,1,85,26,OSE-STRREG-0000438
862648661131276981,Rental unit in New York,1,bedroom,2,1,bath,Mario,Manhattan,Chelsea,40.75071961952381,-73.99581707,Entire home/apt,464,3,61,2024-01-03,6.65,1,214,61,Exempt
836392619479597624,Rental unit in Queens,1,bedroom,1,1,shared,Daniela,Queens,Sunnyside,40.7447483,-73.9223893,Private room,100,1,60,2024-01-03,6.59,1,0,60,OSE-STRREG-0000217
46582283,Townhouse in New York,1,bedroom,1,1,shared,Benat,Manhattan,Harlem,40.80462,-73.94609,Private room,118,1,225,2024-01-03,6.03,2,324,80,OSE-STRREG-0000147
878578926841233712,Rental unit in Brooklyn,1, Studio ,1,1,bath,Romel,Brooklyn,Canarsie,40.64085407,-73.90996878,Private room,140,3,45,2024-01-03,6.03,2,358,45,OSE-STRREG-0000443
1025196908687141792,Rental unit in Brooklyn,1,bedroom,1,1,bath,Michael,Brooklyn,Bedford-Stuyvesant,40.68305105097518,-73.93355912,Entire home/apt,183,2,7,2024-01-03,6,1,227,7,OSE-STRREG-0000767
13724284,Guest suite in Brooklyn,1,bedroom,3,1,bath,Samuel,Brooklyn,Prospect-Lefferts Gardens,40.65642,-73.95937,Entire home/apt,118,1,542,2024-01-03,5.94,1,315,70,OSE-STRREG-0000107
49925408,Home in Brooklyn,2,bedrooms,2,1,bath,Asiatic,Brooklyn,East Flatbush,40.63487,-73.93241,Entire home/apt,126,3,187,2024-01-03,5.89,1,229,65,OSE-STRREG-0000214
799530813091808684,Rental unit in Brooklyn,2,bedrooms,2,1,bath,Romel,Brooklyn,Canarsie,40.6420272,-73.9090791,Entire home/apt,129,3,67,2024-01-03,5.74,2,334,67,OSE-STRREG-0000443
1008785726031193489,Home in New York,1,bedroom,3,1,bath,J,Manhattan,Hell's Kitchen,40.761435544972194,-73.99811204,Entire home/apt,259,3,8,2024-01-03,5.71,1,211,8,OSE-STRREG-0000320
901609055054730360,Rental unit in Bronx,2,bedrooms,2,1,private,Jessica,Bronx,Claremont Village,40.8362512,-73.9086569,Private room,151,2,38,2024-01-03,5.59,1,327,38,OSE-STRREG-0000508
654949802542096801,Rental unit in Brooklyn,1,bedroom,1,1,private,The Morency Group,Brooklyn,Canarsie,40.63034,-73.90366,Private room,112,2,84,2024-01-03,5.53,3,145,58,OSE-STRREG-0001013
643036839521359188,Condo in Brooklyn,2,bedrooms,2,1,bath,Hiral,Brooklyn,Park Slope,40.66978,-73.98259,Entire home/apt,80,30,96,2024-01-03,5.26,1,153,53,
27866657,Townhouse in Brooklyn,1,bedroom,1,1,shared,Julie,Brooklyn,East Flatbush,40.65062,-73.95227,Private room,68,1,336,2024-01-03,5.16,2,0,103,OSE-STRREG-0000134
1025026416481257890,Rental unit in New York,2,bedrooms,2,1,bath,Blair,Manhattan,Greenwich Village,40.72800687764104,-74.00113186,Entire home/apt,319,3,5,2024-01-03,5,3,49,5,Exempt
1028139262220166791,Rental unit in Queens,1,bedroom,1,1,bath,Filiz,Queens,Ridgewood,40.706294351511936,-73.89920392,Private room,55,1,6,2024-01-03,5,8,7,6,Exempt
1036945730394332398,Rental unit in New York,2,bedrooms,2,1,bath,Sanja And Victor,Manhattan,Chinatown,40.71808,-73.99675,Entire home/apt,217,3,5,2024-01-03,5,1,130,5,Exempt
992989780812562339,Rental unit in Brooklyn,2,bedrooms,2,1,bath,German,Brooklyn,Bedford-Stuyvesant,40.689898200027464,-73.93997336,Entire home/apt,238,3,9,2024-01-03,4.91,2,249,9,Exempt
53850635,Rental unit in Brooklyn,1,bedroom,3,1,bath,David,Brooklyn,Sunset Park,40.66078,-73.98929,Entire home/apt,174,2,115,2024-01-03,4.73,1,250,52,OSE-STRREG-0000166
716036164392073439,Townhouse in New York,1,bedroom,3,1,bath,Christine,Manhattan,Harlem,40.825766768590654,-73.9451735,Entire home/apt,123,1,70,2024-01-03,4.48,2,356,56,Exempt
897441573868841487,Home in Queens,1,bedroom,3,1,bath,Steven,Queens,Ozone Park,40.68444,-73.8392,Entire home/apt,81,30,29,2024-01-03,4.2,2,365,29,
8704528,Condo in Brooklyn,1,bedroom,1,1,private,Marjorie,Brooklyn,Red Hook,40.67695402753895,-74.01460717,Private room,65,1,415,2024-01-03,4.17,1,113,68,OSE-STRREG-0000281
990666125901700122,Bed and breakfast in New York,1,bedroom,1,1,bath,Taz,Manhattan,Hell's Kitchen,40.75659526309886,-73.99063446,Private room,94,1,13,2024-01-03,4.15,4,86,13,Exempt
47050614,Rental unit in New York,1, Studio ,1,1,bath,Elevate Properties,Manhattan,Hell's Kitchen,40.7612476,-73.9918935,Entire home/apt,101,2,150,2024-01-03,4.04,7,288,25,Exempt
48637923,Rental unit in Queens,1,bedroom,1,1,shared,Filiz,Queens,Ridgewood,40.711746,-73.919334,Private room,59,1,138,2024-01-03,4.03,8,17,45,Exempt
1022483965679358547,Rental unit in Brooklyn,2,bedrooms,3,1.5,baths,Denise,Brooklyn,Bedford-Stuyvesant,40.683172517300896,-73.95179548,Entire home/apt,177,1,4,2024-01-03,4,1,210,4,Exempt
1033665025367277341,Rental unit in New York,2,bedrooms,4,1,bath,Karter,Manhattan,West Village,40.73076,-74.00381,Entire home/apt,328,5,4,2024-01-03,4,1,242,4,Exempt
1036274402776721063,Rental unit in Brooklyn,1,bedroom,1,1.5,baths,Myla,Brooklyn,Brighton Beach,40.57886,-73.96282,Private room,89,1,4,2024-01-03,4,4,364,4,Exempt
812942450524640668,Home in Queens,1,bedroom,1,1,shared,Luosong,Queens,Woodside,40.756944,-73.903846,Private room,83,1,43,2024-01-03,3.94,2,0,43,OSE-STRREG-0000477
53111559,Serviced apartment in New York,2,bedrooms,2,1,bath,Aka Times Square,Manhattan,Theater District,40.75778,-73.98528,Entire home/apt,437,7,16,2024-01-03,3.87,8,364,16,Exempt
812180797633934277,Guest suite in Queens,2,bedrooms,2,1,bath,Arman,Queens,Astoria,40.76822414892535,-73.92751593,Entire home/apt,220,2,40,2024-01-03,3.85,1,173,40,OSE-STRREG-0000219
41078843,Rental unit in Queens,3,bedrooms,4,1,private,Alejandro,Brooklyn,Bushwick,40.70396,-73.91655,Private room,183,1,185,2024-01-03,3.79,1,272,64,OSE-STRREG-0000829
966015814531483475,Rental unit in Brooklyn,1,bedroom,1,1,shared,Mia,Brooklyn,Bedford-Stuyvesant,40.69222157830535,-73.92749343,Private room,106,5,8,2024-01-03,3.75,2,224,8,Exempt
780581884632621531,Condo in Queens,1,bedroom,1,1.5,shared,Maria,Queens,Jackson Heights,40.7550901,-73.876501,Private room,102,1,45,2024-01-03,3.64,1,339,44,OSE-STRREG-0000211
54352197,Home in Queens,1,bedroom,1,1,private,Hiokit,Queens,Glendale,40.70417,-73.88415,Private room,93,2,85,2024-01-03,3.59,2,58,35,OSE-STRREG-0000140
1010279287170639082,Rental unit in New York,1, Studio ,1,1,bath,Ray,Manhattan,Lower East Side,40.71924,-73.99072,Entire home/apt,145,3,5,2024-01-03,3.57,2,171,5,Exempt
980616260826796990,Rental unit in New York,3,bedrooms,3,2,baths,Maison,Manhattan,Upper East Side,40.76092249826731,-73.95931231,Entire home/apt,524,2,11,2024-01-03,3.51,5,239,11,Exempt
843566843959251599,Rental unit in Queens,1,bedroom,1,1,private,Jose,Queens,Woodhaven,40.693703750230036,-73.85069947,Private room,120,3,30,2024-01-03,3.46,1,171,30,OSE-STRREG-0000466
985800850283251588,Rental unit in New York,2,bedrooms,2,2,baths,Luis,Manhattan,Hell's Kitchen,40.761845309711866,-73.99988386,Entire home/apt,383,3,9,2024-01-03,3.46,3,255,9,OSE-STRREG-0091251
